scene_id,object_names,scales
2-107,"['b_cups', 'e_cups', 'h_cups', 'nine_hole_peg_test', 'prism', 'b_toy_airplane', 'f_lego_duplo', 'extra_large_clamp', 'flat_screwdriver', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-108,"['b_cups', 'e_cups', 'h_cups', 'nine_hole_peg_test', 'prism', 'b_toy_airplane', 'f_lego_duplo', 'extra_large_clamp', 'flat_screwdriver', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-109,"['b_cups', 'e_cups', 'h_cups', 'nine_hole_peg_test', 'prism', 'b_toy_airplane', 'f_lego_duplo', 'extra_large_clamp', 'flat_screwdriver', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-110,"['b_cups', 'e_cups', 'h_cups', 'nine_hole_peg_test', 'prism', 'b_toy_airplane', 'f_lego_duplo', 'extra_large_clamp', 'flat_screwdriver', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-111,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-112,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-113,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-114,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-115,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-116,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-117,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-118,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-119,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-120,"['h_cups', 'j_cups', 'a_cups', 'a_toy_airplane', 'd_lego_duplo', 'f_lego_duplo', 'prism', 'phillips_screwdriver', 'adjustable_wrench', 'extra_large_clamp']","[1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-121,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-122,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-123,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-124,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-125,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-126,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-127,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-128,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-129,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-130,"['b_cups', 'e_cups', 'h_cups', 'f_lego_duplo', 'd_toy_airplane', 'prism', 'd_lego_duplo', 'phillips_screwdriver', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-131,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-132,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-133,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-134,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-135,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-136,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-137,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-138,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-139,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-140,"['j_cups', 'b_cups', 'd_cups', 'e_lego_duplo', 'nine_hole_peg_test', 'foam_brick', 'a_toy_airplane', 'phillips_screwdriver', 'hammer', 'large_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.25, 1.0, 1.0, 1.0]"
2-141,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-142,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-143,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-144,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-145,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-146,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-147,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-148,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-149,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-150,"['h_cups', 'g_cups', 'e_cups', 'd_lego_duplo', 'foam_brick', 'f_lego_duplo', 'd_toy_airplane', 'phillips_screwdriver', 'adjustable_wrench', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-151,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-152,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-153,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-154,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-155,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-156,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-157,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-158,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-159,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-160,"['d_cups', 'c_cups', 'g_cups', 'e_lego_duplo', 'b_lego_duplo', 'g_lego_duplo', 'e_toy_airplane', 'power_drill', 'flat_screwdriver', 'extra_large_clamp']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]"
2-161,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-162,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-163,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-164,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-165,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-166,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-167,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-168,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-169,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-170,"['h_cups', 'i_cups', 'a_cups', 'e_toy_airplane', 'g_lego_duplo', 'c_lego_duplo', 'b_toy_airplane', 'flat_screwdriver', 'phillips_screwdriver', 'medium_clamp']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 1.0]"
2-171,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-172,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-173,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-174,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-175,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-176,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-177,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-178,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-179,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-180,"['g_cups', 'c_cups', 'h_cups', 'e_lego_duplo', 'b_toy_airplane', 'd_lego_duplo', 'a_lego_duplo', 'hammer', 'large_clamp', 'power_drill']","[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-181,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-182,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-183,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-184,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-185,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-186,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-187,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-188,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-189,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-190,"['i_cups', 'c_cups', 'a_cups', 'a_lego_duplo', 'b_lego_duplo', 'c_lego_duplo', 'e_lego_duplo', 'adjustable_wrench', 'phillips_screwdriver', 'flat_screwdriver']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-191,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-192,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-193,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-194,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-195,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-196,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-197,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-198,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2-199,"['d_cups', 'h_cups', 'i_cups', 'prism', 'e_toy_airplane', 'e_lego_duplo', 'c_lego_duplo', 'flat_screwdriver', 'medium_clamp', 'adjustable_wrench']","[1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
